Date,Time Period,Geography,Indicator,Value,Unit,Series Code
2023-09-30,2023Q3,Germany,Loan-to-deposit ratio,119.36,Percent,SUP.Q.DE.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Germany,Total assets,5190.2470,EUR billions,SUP.Q.DE.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2023-09-30,2023Q3,Germany,Return on equity (RoE),6.65,Percent,SUP.Q.DE.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Germany,Cost of risk,0.31,Percent,SUP.Q.DE.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Germany,Net interest margin,1.13,Percent,SUP.Q.DE.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Germany,Liquidity coverage ratio,146.45,Percent,SUP.Q.DE.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Germany,CET1 (Common equity Tier 1) ratio,16.36,Percent,SUP.Q.DE.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Germany,Non-performing loans ratio (excl. cash balances),1.38,Percent,SUP.Q.DE.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Germany,Stage 2 loans ratio,10.57,Percent,SUP.Q.DE.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Italy,Loan-to-deposit ratio,90.75,Percent,SUP.Q.IT.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Italy,Total assets,2600.5996,EUR billions,SUP.Q.IT.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2023-09-30,2023Q3,Italy,Return on equity (RoE),13.73,Percent,SUP.Q.IT.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Italy,Cost of risk,0.31,Percent,SUP.Q.IT.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Italy,Net interest margin,2.10,Percent,SUP.Q.IT.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Italy,Liquidity coverage ratio,170.46,Percent,SUP.Q.IT.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Italy,CET1 (Common equity Tier 1) ratio,16.18,Percent,SUP.Q.IT.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Italy,Non-performing loans ratio (excl. cash balances),2.77,Percent,SUP.Q.IT.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2023-09-30,2023Q3,Italy,Stage 2 loans ratio,11.33,Percent,SUP.Q.IT.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,SSM,Loan-to-deposit ratio,102.74,Percent,SUP.Q.B01.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,SSM,Total assets,25944.3819,EUR billions,SUP.Q.B01.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2023-12-31,2023Q4,SSM,Return on equity (RoE),9.32,Percent,SUP.Q.B01.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,SSM,Cost of risk,0.46,Percent,SUP.Q.B01.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,SSM,Net interest margin,1.60,Percent,SUP.Q.B01.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,SSM,Liquidity coverage ratio,164.30,Percent,SUP.Q.B01.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,SSM,CET1 (Common equity Tier 1) ratio,15.87,Percent,SUP.Q.B01.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,SSM,Non-performing loans ratio (excl. cash balances),2.30,Percent,SUP.Q.B01.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,SSM,Stage 2 loans ratio,9.73,Percent,SUP.Q.B01.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Germany,Loan-to-deposit ratio,115.22,Percent,SUP.Q.DE.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Germany,Total assets,4773.8587,EUR billions,SUP.Q.DE.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2023-12-31,2023Q4,Germany,Return on equity (RoE),6.12,Percent,SUP.Q.DE.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Germany,Cost of risk,0.34,Percent,SUP.Q.DE.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Germany,Net interest margin,1.17,Percent,SUP.Q.DE.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Germany,Liquidity coverage ratio,157.25,Percent,SUP.Q.DE.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Germany,CET1 (Common equity Tier 1) ratio,16.81,Percent,SUP.Q.DE.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Germany,Non-performing loans ratio (excl. cash balances),1.60,Percent,SUP.Q.DE.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Germany,Stage 2 loans ratio,11.45,Percent,SUP.Q.DE.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Italy,Loan-to-deposit ratio,89.71,Percent,SUP.Q.IT.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Italy,Total assets,2574.2065,EUR billions,SUP.Q.IT.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2023-12-31,2023Q4,Italy,Return on equity (RoE),13.70,Percent,SUP.Q.IT.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Italy,Cost of risk,0.36,Percent,SUP.Q.IT.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Italy,Net interest margin,2.18,Percent,SUP.Q.IT.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Italy,Liquidity coverage ratio,180.73,Percent,SUP.Q.IT.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Italy,CET1 (Common equity Tier 1) ratio,15.90,Percent,SUP.Q.IT.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Italy,Non-performing loans ratio (excl. cash balances),2.70,Percent,SUP.Q.IT.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2023-12-31,2023Q4,Italy,Stage 2 loans ratio,11.48,Percent,SUP.Q.IT.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,SSM,Loan-to-deposit ratio,102.79,Percent,SUP.Q.B01.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,SSM,Total assets,26614.3363,EUR billions,SUP.Q.B01.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2024-03-31,2024Q1,SSM,Return on equity (RoE),9.67,Percent,SUP.Q.B01.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,SSM,Cost of risk,0.49,Percent,SUP.Q.B01.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,SSM,Net interest margin,1.62,Percent,SUP.Q.B01.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,SSM,Liquidity coverage ratio,157.95,Percent,SUP.Q.B01.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,SSM,CET1 (Common equity Tier 1) ratio,15.74,Percent,SUP.Q.B01.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,SSM,Non-performing loans ratio (excl. cash balances),2.31,Percent,SUP.Q.B01.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,SSM,Stage 2 loans ratio,9.50,Percent,SUP.Q.B01.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Germany,Loan-to-deposit ratio,114.27,Percent,SUP.Q.DE.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Germany,Total assets,4994.0447,EUR billions,SUP.Q.DE.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2024-03-31,2024Q1,Germany,Return on equity (RoE),7.37,Percent,SUP.Q.DE.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Germany,Cost of risk,0.58,Percent,SUP.Q.DE.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Germany,Net interest margin,1.10,Percent,SUP.Q.DE.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Germany,Liquidity coverage ratio,145.71,Percent,SUP.Q.DE.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Germany,CET1 (Common equity Tier 1) ratio,16.51,Percent,SUP.Q.DE.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Germany,Non-performing loans ratio (excl. cash balances),1.61,Percent,SUP.Q.DE.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Germany,Stage 2 loans ratio,11.31,Percent,SUP.Q.DE.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Italy,Loan-to-deposit ratio,90.52,Percent,SUP.Q.IT.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Italy,Total assets,2554.2177,EUR billions,SUP.Q.IT.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2024-03-31,2024Q1,Italy,Return on equity (RoE),14.81,Percent,SUP.Q.IT.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Italy,Cost of risk,0.23,Percent,SUP.Q.IT.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Italy,Net interest margin,2.31,Percent,SUP.Q.IT.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Italy,Liquidity coverage ratio,168.08,Percent,SUP.Q.IT.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Italy,CET1 (Common equity Tier 1) ratio,15.93,Percent,SUP.Q.IT.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Italy,Non-performing loans ratio (excl. cash balances),2.72,Percent,SUP.Q.IT.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2024-03-31,2024Q1,Italy,Stage 2 loans ratio,10.31,Percent,SUP.Q.IT.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,SSM,Loan-to-deposit ratio,102.11,Percent,SUP.Q.B01.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,SSM,Total assets,26608.5290,EUR billions,SUP.Q.B01.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2024-06-30,2024Q2,SSM,Return on equity (RoE),10.11,Percent,SUP.Q.B01.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,SSM,Cost of risk,0.46,Percent,SUP.Q.B01.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,SSM,Net interest margin,1.61,Percent,SUP.Q.B01.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,SSM,Liquidity coverage ratio,159.47,Percent,SUP.Q.B01.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,SSM,CET1 (Common equity Tier 1) ratio,15.81,Percent,SUP.Q.B01.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,SSM,Non-performing loans ratio (excl. cash balances),2.30,Percent,SUP.Q.B01.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,SSM,Stage 2 loans ratio,9.45,Percent,SUP.Q.B01.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Germany,Loan-to-deposit ratio,113.93,Percent,SUP.Q.DE.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Germany,Total assets,4997.1821,EUR billions,SUP.Q.DE.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2024-06-30,2024Q2,Germany,Return on equity (RoE),5.87,Percent,SUP.Q.DE.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Germany,Cost of risk,0.46,Percent,SUP.Q.DE.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Germany,Net interest margin,1.07,Percent,SUP.Q.DE.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Germany,Liquidity coverage ratio,149.47,Percent,SUP.Q.DE.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Germany,CET1 (Common equity Tier 1) ratio,16.63,Percent,SUP.Q.DE.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Germany,Non-performing loans ratio (excl. cash balances),1.65,Percent,SUP.Q.DE.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Germany,Stage 2 loans ratio,12.62,Percent,SUP.Q.DE.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Italy,Loan-to-deposit ratio,88.98,Percent,SUP.Q.IT.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Italy,Total assets,2554.9039,EUR billions,SUP.Q.IT.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2024-06-30,2024Q2,Italy,Return on equity (RoE),15.47,Percent,SUP.Q.IT.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Italy,Cost of risk,0.30,Percent,SUP.Q.IT.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Italy,Net interest margin,2.31,Percent,SUP.Q.IT.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Italy,Liquidity coverage ratio,168.17,Percent,SUP.Q.IT.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Italy,CET1 (Common equity Tier 1) ratio,16.23,Percent,SUP.Q.IT.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Italy,Non-performing loans ratio (excl. cash balances),2.67,Percent,SUP.Q.IT.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2024-06-30,2024Q2,Italy,Stage 2 loans ratio,9.39,Percent,SUP.Q.IT.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,SSM,Loan-to-deposit ratio,102.01,Percent,SUP.Q.B01.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,SSM,Total assets,26934.9325,EUR billions,SUP.Q.B01.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2024-09-30,2024Q3,SSM,Return on equity (RoE),10.09,Percent,SUP.Q.B01.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,SSM,Cost of risk,0.46,Percent,SUP.Q.B01.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,SSM,Net interest margin,1.58,Percent,SUP.Q.B01.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,SSM,Liquidity coverage ratio,158.50,Percent,SUP.Q.B01.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,SSM,CET1 (Common equity Tier 1) ratio,15.73,Percent,SUP.Q.B01.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,SSM,Non-performing loans ratio (excl. cash balances),2.31,Percent,SUP.Q.B01.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,SSM,Stage 2 loans ratio,9.74,Percent,SUP.Q.B01.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Germany,Loan-to-deposit ratio,116.02,Percent,SUP.Q.DE.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Germany,Total assets,5135.2854,EUR billions,SUP.Q.DE.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2024-09-30,2024Q3,Germany,Return on equity (RoE),5.79,Percent,SUP.Q.DE.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Germany,Cost of risk,0.49,Percent,SUP.Q.DE.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Germany,Net interest margin,1.02,Percent,SUP.Q.DE.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Germany,Liquidity coverage ratio,148.06,Percent,SUP.Q.DE.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Germany,CET1 (Common equity Tier 1) ratio,16.59,Percent,SUP.Q.DE.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Germany,Non-performing loans ratio (excl. cash balances),1.74,Percent,SUP.Q.DE.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Germany,Stage 2 loans ratio,14.72,Percent,SUP.Q.DE.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Italy,Loan-to-deposit ratio,89.72,Percent,SUP.Q.IT.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Italy,Total assets,2554.5118,EUR billions,SUP.Q.IT.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2024-09-30,2024Q3,Italy,Return on equity (RoE),15.30,Percent,SUP.Q.IT.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Italy,Cost of risk,0.27,Percent,SUP.Q.IT.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Italy,Net interest margin,2.30,Percent,SUP.Q.IT.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Italy,Liquidity coverage ratio,170.71,Percent,SUP.Q.IT.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Italy,CET1 (Common equity Tier 1) ratio,16.39,Percent,SUP.Q.IT.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Italy,Non-performing loans ratio (excl. cash balances),2.63,Percent,SUP.Q.IT.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2024-09-30,2024Q3,Italy,Stage 2 loans ratio,9.15,Percent,SUP.Q.IT.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,SSM,Loan-to-deposit ratio,100.32,Percent,SUP.Q.B01.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,SSM,Total assets,26842.4029,EUR billions,SUP.Q.B01.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2024-12-31,2024Q4,SSM,Return on equity (RoE),9.54,Percent,SUP.Q.B01.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,SSM,Cost of risk,0.47,Percent,SUP.Q.B01.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,SSM,Net interest margin,1.60,Percent,SUP.Q.B01.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,SSM,Liquidity coverage ratio,158.28,Percent,SUP.Q.B01.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,SSM,CET1 (Common equity Tier 1) ratio,15.97,Percent,SUP.Q.B01.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,SSM,Non-performing loans ratio (excl. cash balances),2.28,Percent,SUP.Q.B01.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,SSM,Stage 2 loans ratio,9.93,Percent,SUP.Q.B01.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Germany,Loan-to-deposit ratio,112.12,Percent,SUP.Q.DE.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Germany,Total assets,5026.6176,EUR billions,SUP.Q.DE.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2024-12-31,2024Q4,Germany,Return on equity (RoE),6.00,Percent,SUP.Q.DE.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Germany,Cost of risk,0.46,Percent,SUP.Q.DE.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Germany,Net interest margin,1.06,Percent,SUP.Q.DE.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Germany,Liquidity coverage ratio,147.64,Percent,SUP.Q.DE.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Germany,CET1 (Common equity Tier 1) ratio,17.21,Percent,SUP.Q.DE.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Germany,Non-performing loans ratio (excl. cash balances),1.83,Percent,SUP.Q.DE.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Germany,Stage 2 loans ratio,15.25,Percent,SUP.Q.DE.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Italy,Loan-to-deposit ratio,87.61,Percent,SUP.Q.IT.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Italy,Total assets,2531.1989,EUR billions,SUP.Q.IT.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2024-12-31,2024Q4,Italy,Return on equity (RoE),14.36,Percent,SUP.Q.IT.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Italy,Cost of risk,0.32,Percent,SUP.Q.IT.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Italy,Net interest margin,2.33,Percent,SUP.Q.IT.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Italy,Liquidity coverage ratio,169.00,Percent,SUP.Q.IT.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Italy,CET1 (Common equity Tier 1) ratio,16.15,Percent,SUP.Q.IT.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Italy,Non-performing loans ratio (excl. cash balances),2.52,Percent,SUP.Q.IT.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2024-12-31,2024Q4,Italy,Stage 2 loans ratio,9.17,Percent,SUP.Q.IT.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,SSM,Loan-to-deposit ratio,101.92,Percent,SUP.Q.B01.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,SSM,Total assets,27585.0939,EUR billions,SUP.Q.B01.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2025-03-31,2025Q1,SSM,Return on equity (RoE),9.85,Percent,SUP.Q.B01.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,SSM,Cost of risk,0.56,Percent,SUP.Q.B01.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,SSM,Net interest margin,1.53,Percent,SUP.Q.B01.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,SSM,Liquidity coverage ratio,156.16,Percent,SUP.Q.B01.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,SSM,CET1 (Common equity Tier 1) ratio,16.02,Percent,SUP.Q.B01.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,SSM,Non-performing loans ratio (excl. cash balances),2.24,Percent,SUP.Q.B01.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,SSM,Stage 2 loans ratio,9.76,Percent,SUP.Q.B01.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Germany,Loan-to-deposit ratio,116.47,Percent,SUP.Q.DE.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Germany,Total assets,5357.2304,EUR billions,SUP.Q.DE.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2025-03-31,2025Q1,Germany,Return on equity (RoE),7.69,Percent,SUP.Q.DE.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Germany,Cost of risk,0.87,Percent,SUP.Q.DE.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Germany,Net interest margin,1.02,Percent,SUP.Q.DE.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Germany,Liquidity coverage ratio,149.05,Percent,SUP.Q.DE.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Germany,CET1 (Common equity Tier 1) ratio,17.24,Percent,SUP.Q.DE.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Germany,Non-performing loans ratio (excl. cash balances),1.70,Percent,SUP.Q.DE.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Germany,Stage 2 loans ratio,14.88,Percent,SUP.Q.DE.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Italy,Loan-to-deposit ratio,89.46,Percent,SUP.Q.IT.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Italy,Total assets,2559.4457,EUR billions,SUP.Q.IT.W0._Z.A0000._T.SII._Z.ALL.LE.E.C
2025-03-31,2025Q1,Italy,Return on equity (RoE),15.73,Percent,SUP.Q.IT.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Italy,Cost of risk,0.29,Percent,SUP.Q.IT.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Italy,Net interest margin,2.16,Percent,SUP.Q.IT.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Italy,Liquidity coverage ratio,164.85,Percent,SUP.Q.IT.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Italy,CET1 (Common equity Tier 1) ratio,16.28,Percent,SUP.Q.IT.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Italy,Non-performing loans ratio (excl. cash balances),2.52,Percent,SUP.Q.IT.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C
2025-03-31,2025Q1,Italy,Stage 2 loans ratio,8.82,Percent,SUP.Q.IT.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C
2025-06-30,2025Q2,SSM,Loan-to-deposit ratio,102.29,Percent,SUP.Q.B01.W0.S1V.KFD32._T.SII._Z._Z._Z.PCT.C
